,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,Tissue,source_ct,source_state,target_ct,target_state,ligand_mean,ligand_pct,receptor_mean,receptor_pct,rank_within_tissue,percentile,gene_name,cell_type,logFC,FDR,l_sasp_group,target_ct_cat,source_ct_cat
18382,Neural cell_Sc,Monocyte_NSc,FN1,CD44,0.98713577,0.0,0.93117714,0.44669335931507104,0.4078435804861895,0.011314451,0.91364855,8.565822294678809e-05,0.0014214304331701092,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.7791458,0.4425675675675645,1.1951257,0.51607221488331,5101.0,0.054694870915172826,FN1,Neural cell,1.3331023846259415,3.194503889606175e-07,ECM and remodeling,Immune,Tissue-Specific
18383,Mural cell_Sc,Mural cell_NSc,TIMP3,CD44,1.1136059,0.0,0.73617613,0.15803846194710286,0.2426667625544835,0.0043710726,0.90391743,0.0010743353231083379,0.0014265820754586279,Heart,Mural cells,Sc,Mural cells,NSc,1.8234946,0.7199298362847821,0.40371722,0.1559287970140398,5113.0,0.05481816622351831,TIMP3,Mural cell,0.4537161463738055,0.0003863234280129,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18385,Neural cell_Sc,Atrial Cardiomyocyte_NSc,THBS2,CD36,1.1067759,0.0,0.7330784,0.4445745799407921,0.32202897690066784,0.028907057,0.90373415,5.8749316881085915e-05,0.0014490119750246067,Heart,Neural cells,Sc,Cardiomyocytes,NSc,0.40543827,0.251126126126125,1.8081135,0.7782137230069202,5148.0,0.05518805214855477,THBS2,Neural cell,0.9249020551360148,0.0044143634284093,ECM and remodeling,Tissue-Specific,Tissue-Specific
18386,Neural cell_Sc,Adipocyte_NSc,LAMA2,ITGA1,1.1755402,0.0,0.7324722,0.10247760762077386,-0.4151601528195603,0.0099661155,0.90369815,0.002517451100253706,0.0014546466555549384,Heart,Neural cells,Sc,Adipocytes,NSc,1.9814079,0.8479729729729829,0.3696726,0.2255520504731894,5157.0,0.05528990479457929,LAMA2,Neural cell,1.244827305033503,2.0382393768241565e-08,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18388,Mural cell_Sc,CD4T_NSc,LAMA2,CD44,0.9835868,0.185,0.80590266,0.17325594819308582,-0.054043488922529415,0.004792512,0.907776,0.0013107324099959877,0.00147074303445691,Heart,Mural cells,Sc,CD4 T cells,NSc,0.58166605,0.2393083862345405,1.3855075,0.5606060606060693,5186.0,0.05560082339823313,LAMA2,Mural cell,0.3830969315777204,0.0395252058361855,ECM and remodeling,Immune,Mesenchymal & Stromal
18389,Endothelial cell_Sc,Mono+mac_NSc,LAMA2,CD44,1.0469401,0.0,0.7298598,0.2663320827410103,-0.2263764692791076,0.0042240187,0.9035426,0.001615583680293307,0.0014711792442628855,Heart,Endothelial cells,Sc,Monocytes / macrophages,NSc,0.44177586,0.21593023255813465,1.6521044,0.7321991178324097,5187.0,0.05561690539497384,LAMA2,Endothelial cell,3.0667072428626345,1.873094205734376e-08,ECM and remodeling,Immune,Endothelial
18394,Neural cell_Sc,Mono+mac_NSc,COL4A3,CD44,1.0457113,0.0,0.7257993,0.6861663909461122,0.6571068154259312,0.0216263,0.9032992,5.8749316881085915e-05,0.0014996731831237917,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.4393181,0.2747747747747734,1.6521044,0.7321991178324097,5234.0,0.056110086628355774,COL4A3,Neural cell,1.8387343417500317,2.2095135888316095e-07,ECM and remodeling,Immune,Tissue-Specific
18396,Fibroblast_Sc,NK_NSc,B2M,KLRC1,0.9791205,0.0,0.9251567,3.71438576272295,1.2917497416389798,0.048477486,0.9133923,1.4033703842733976e-05,0.0015115888847460272,Heart,Fibroblasts,Sc,NK cells,NSc,1.162206,0.5531049369049049,0.796035,0.2993103448275869,5261.0,0.05640492323526889,B2M,Fibroblast,0.3496479000691894,2.5493426133437803e-05,Immune interface,Immune,Mesenchymal & Stromal
18397,Neural cell_Sc,Mural cell_NSc,FBN1,ITGB1,0.97856927,0.0,0.9471239,0.22560002445098043,0.3341663956110048,0.012190282,0.914316,0.00021933941792036523,0.0015204453638280996,Heart,Neural cells,Sc,Mural cells,NSc,1.0809112,0.5731981981981974,0.8762273,0.3350703416594533,5275.0,0.056555021871515565,FBN1,Neural cell,1.1874665277906369,1.1270698603258126e-06,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18398,Fibroblast_Sc,Monocyte_NSc,FN1,SDC2,0.9783866,0.0,0.72229236,0.48053070672101916,0.7238140331685659,0.0216413,0.90308744,5.8749316881085915e-05,0.0015253273129224405,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,1.4631008,0.6485222492803463,0.49367234,0.218846323205635,5287.0,0.05668367784544129,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Immune,Mesenchymal & Stromal
18399,Mural cell_Sc,Monocyte_NSc,GAS6,MERTK,0.97803605,0.0,0.8943119,1.0524366456234155,1.4337983036269253,0.026805168,0.9120417,5.8749316881085915e-05,0.0015302170174219748,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,0.7285513,0.31657200133644153,1.2275208,0.5125495376486112,5296.0,0.05677480916030534,GAS6,Mural cell,0.6839412014246574,0.0001934042575191,ECM and remodeling,Immune,Mesenchymal & Stromal
18400,Fibroblast_Sc,Neural cell_NSc,FN1,CD44,0.9778733,0.0,0.7207906,0.38726188560542535,0.5976894087207202,0.008727314,0.9029963,0.00020493066999724793,0.0015386812550408518,Heart,Fibroblasts,Sc,Neural cells,NSc,1.4631008,0.6485222492803463,0.49264592,0.19687367976341252,5304.0,0.05687130114074963,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Tissue-Specific,Mesenchymal & Stromal
18401,Neural cell_Sc,NK_NSc,PLA2G2A,ITGA4,0.97695744,0.0,0.84801334,1.9662710397921697,1.2762052435837155,0.037659362,0.90988606,5.259531807441528e-05,0.0015440391129898966,Heart,Neural cells,Sc,NK cells,NSc,0.65071744,0.3355855855855836,1.3031975,0.5193103448275944,5314.0,0.056973153786774165,PLA2G2A,Neural cell,2.664534842196588,1.3007196170638094e-08,ECM and remodeling,Immune,Tissue-Specific
18402,Mural cell_Sc,Macrophage_NSc,MFGE8,ITGAV,1.1058892,0.0,0.71758735,0.5396033632082637,0.6796914521831979,0.014287283,0.9028011,5.8749316881085915e-05,0.0015561276526666842,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,1.8168066,0.7188439692617277,0.3949718,0.21399431964884782,5337.0,0.05721974440346513,MFGE8,Mural cell,0.7433583603778582,5.401263723440845e-05,ECM and remodeling,Immune,Mesenchymal & Stromal
18406,Neural cell_Sc,Mural cell_NSc,COL1A1,CD36,1.1904833,0.0,0.7157744,0.4693264684385591,0.7582965119933922,0.025692377,0.90269005,5.8749316881085915e-05,0.0015709661654485793,Heart,Neural cells,Sc,Mural cells,NSc,0.35294163,0.23423423423423329,2.028025,0.6855010048811561,5356.0,0.057423449695514196,COL1A1,Neural cell,0.5228142998592729,0.0191300399813221,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18407,Mural cell_Sc,Adipocyte_NSc,COL3A1,DDR2,0.9737253,0.0,0.9472248,0.37607086527041056,0.4391207267692213,0.027503502,0.9143202,5.8749316881085915e-05,0.0015867801321106838,Heart,Mural cells,Sc,Adipocytes,NSc,1.0039948,0.43610090210489594,0.9434559,0.5132942767012011,5379.0,0.05767004031220516,COL3A1,Mural cell,0.5082468814384538,0.0006525545701856,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18411,Neural cell_Sc,Fibroblast_NSc,COL3A1,DDR2,0.9723999,0.0,0.9443085,0.37504158693734013,0.5189811400079264,0.028538218,0.91419935,5.8749316881085915e-05,0.0016049493276014968,Heart,Neural cells,Sc,Fibroblasts,NSc,0.93700206,0.5225225225225197,1.0077977,0.444918206683243,5405.0,0.05794879492237756,COL3A1,Neural cell,0.8533714328307742,0.000335643036473,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18413,Endothelial cell_Sc,Mono+mac_NSc,COL6A2,CD44,1.0405507,0.0,0.70874804,0.43132736025994606,0.15921617878760985,0.007829005,0.9022559,0.00028498261886609355,0.0016154431099047804,Heart,Endothelial cells,Sc,Monocytes / macrophages,NSc,0.42899713,0.22999999999999474,1.6521044,0.7321991178324097,5425.0,0.0581632215455871,COL6A2,Endothelial cell,0.3394800637360722,0.0114904237306074,ECM and remodeling,Immune,Endothelial
18414,Endothelial cell_Sc,CD4T_NSc,LGALS1,CD69,0.9711034,0.0,0.9235038,2.9849375264146687,1.7520031764179622,0.038726293,0.91332155,9.490812516717608e-06,0.0016186434784832304,Heart,Endothelial cells,Sc,CD4 T cells,NSc,0.83132476,0.3960465116279321,1.1108822,0.4463869463869568,5430.0,0.05821682820138949,LGALS1,Endothelial cell,1.494669282857895,8.331701257425408e-08,Pro-inflammatory SASP,Immune,Endothelial
18416,Fibroblast_Sc,CD4T_NSc,FSTL1,DIP2A,0.9704857,0.0,0.8834579,0.5664290951836899,0.8633222465019891,0.013863255,0.91155064,5.8749316881085915e-05,0.0016300995245042854,Heart,Fibroblasts,Sc,CD4 T cells,NSc,1.2121148,0.5927053353994689,0.7288566,0.3111888111888133,5447.0,0.05839909083111759,FSTL1,Fibroblast,0.0939070549428307,0.012671309235757,Growth / angiogenesis / development,Immune,Mesenchymal & Stromal
18419,Endothelial cell_Sc,Monocyte_NSc,HLA-C,LILRB2,0.967793,0.0,0.805106,1.877858048598556,1.5038941577895486,0.053612694,0.9077346,8.133108679943212e-06,0.0016647071172028736,Heart,Endothelial cells,Sc,Monocytes / macrophages,NSc,1.330446,0.6109302325581571,0.6051399,0.28093350946719337,5490.0,0.058860108071018095,HLA-C,Endothelial cell,0.3260072563507281,0.0031409243016118,Immune interface,Immune,Endothelial
18420,Adipocyte_Sc,Mural cell_NSc,LAMA2,ITGA1,0.96774817,0.908,0.926254,0.027107416746864538,-0.08027319830027513,0.011846977,0.9134392,0.0016853923025277918,0.0016656348258198704,Heart,Adipocytes,Sc,Mural cells,NSc,1.069151,0.5470798569725861,0.8663453,0.3300172265288139,5492.0,0.058881550733339054,LAMA2,Adipocyte,0.6601728050741168,0.0372177851153319,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18421,Mural cell_Sc,Macrophage_NSc,CD59,STAB1,1.0109122,0.0,0.7014704,1.2392997906389602,1.4384690583405306,0.016369004,0.90179986,5.8749316881085915e-05,0.0016688842745065297,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,0.44480875,0.21759104577346564,1.5770156,0.6798863929770094,5500.0,0.05896732138262287,CD59,Mural cell,0.4281193176645352,0.0266407808399355,Immune interface,Immune,Mesenchymal & Stromal
18422,Mural cell_Sc,Adipocyte_NSc,LPL,LRP1,0.9674013,0.0,0.82680535,0.6167740037982118,0.8041353163389371,0.014722087,0.90884227,5.8749316881085915e-05,0.0016716718513706207,Heart,Mural cells,Sc,Adipocytes,NSc,0.637159,0.2821583695288921,1.2976437,0.6516448850833446,5504.0,0.05901020670726478,LPL,Mural cell,0.3395271611862234,0.0181156864658238,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18423,Neural cell_Sc,Macrophage_NSc,VCAN,CD44,0.9658297,0.0,0.8802019,0.4597034864139788,0.4994864437982873,0.008593211,0.91140175,0.0002149856129919971,0.0016884459314227725,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.73642814,0.39977477477477213,1.1952312,0.5291505293054395,5525.0,0.059235354661634786,VCAN,Neural cell,1.6671365893322134,2.440484992625584e-07,ECM and remodeling,Immune,Tissue-Specific
18424,Neural cell_Sc,Monocyte_NSc,VCAN,CD44,0.9657769,0.0,0.8801242,0.4596474444235994,0.4735935591117356,0.008592453,0.9113982,0.0002150048186390904,0.0016898476107078315,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.73642814,0.39977477477477213,1.1951257,0.51607221488331,5528.0,0.059267518655116216,VCAN,Neural cell,1.6671365893322134,2.440484992625584e-07,ECM and remodeling,Immune,Tissue-Specific
18427,Fibroblast_Sc,Mono+mac_NSc,TIMP1,CD63,0.9656131,0.0,0.7697365,0.38864245630527644,0.38130529949106695,0.012291999,0.9058359,6.32001199788889e-05,0.0016940558773564777,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,1.3689396,0.6147885764886807,0.5622867,0.32230623818525594,5536.0,0.059353289304400036,TIMP1,Fibroblast,0.3154024525417569,8.074544103205299e-05,ECM and remodeling,Immune,Mesenchymal & Stromal
18429,Mural cell_Sc,Mono+mac_NSc,SPARC,FGFR1,1.1338128,0.0,0.697132,0.5212387479172186,0.5630160703538687,0.013638349,0.9015248,5.8749316881085915e-05,0.0016996748118179132,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,1.9008849,0.7416471767458714,0.36674076,0.2082545683679926,5545.0,0.05944978128484433,SPARC,Mural cell,0.8057343357077322,4.517888291847684e-05,ECM and remodeling,Immune,Mesenchymal & Stromal
18430,Neural cell_Sc,Fibroblast_NSc,TFPI,LRP1,0.9642062,0.0,0.91665417,0.17379756801619262,0.18804117045389124,0.010468143,0.9130265,0.0003717489269872546,0.001714704071942923,Heart,Neural cells,Sc,Fibroblasts,NSc,0.8500156,0.4876126126126091,1.0783969,0.47073016005123525,5563.0,0.059642765245732914,TFPI,Neural cell,1.356799189699712,1.3204489947285198e-07,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18431,Neural cell_Sc,Macrophage_NSc,VEGFA,NRP1,1.074139,0.0,0.69438255,0.35101933683677544,0.3293878732961102,0.008681136,0.90134925,0.00020809851364082216,0.0017227148545741423,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.39635435,0.2567567567567556,1.7519236,0.7204234443583668,5575.0,0.05977678188523887,VEGFA,Neural cell,1.0163156006007914,0.0004088442705758,Growth / angiogenesis / development,Immune,Tissue-Specific
18432,Mural cell_Sc,NK_NSc,LGALS1,CD69,0.9637629,0.0,0.8612866,2.2411479529251475,1.877315195895982,0.036025222,0.91052073,5.8749316881085915e-05,0.0017250745134178747,Heart,Mural cells,Sc,NK cells,NSc,1.2236713,0.4926495155362332,0.7038545,0.2827586206896553,5579.0,0.05981430654430054,LGALS1,Mural cell,2.8372619289389007,1.0658648573920916e-08,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
18433,Mural cell_Sc,Adipocyte_NSc,TIMP3,CD44,1.1019906,0.0,0.6938151,0.14565339381181885,0.015215093688319858,0.004119552,0.9013129,0.0011896924027260673,0.001728380861278005,Heart,Mural cells,Sc,Adipocytes,NSc,1.8234946,0.7199298362847821,0.38048652,0.2054979720594886,5585.0,0.0598786345312634,TIMP3,Mural cell,0.4537161463738055,0.0003863234280129,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18434,Neural cell_Sc,Monocyte_NSc,THBS1,PTPRJ,1.0540615,0.0,0.6933225,1.0287595276257688,0.9666786248451705,0.0076436056,0.9012813,0.0003045174158557333,0.0017350027327443338,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.40774643,0.2353603603603594,1.7003766,0.6869220607662013,5595.0,0.05998584784286817,THBS1,Neural cell,0.8177572592200082,0.0097330809308919,ECM and remodeling,Immune,Tissue-Specific
18435,Endothelial cell_Sc,Mono+mac_NSc,TIMP2,CD44,1.0356772,0.0,0.69264466,0.6731219487710371,0.7485437776979933,0.008399376,0.9012378,0.00023119189368779751,0.0017421114614228075,Heart,Endothelial cells,Sc,Monocytes / macrophages,NSc,0.41924995,0.2340697674418551,1.6521044,0.7321991178324097,5603.0,0.060071618492151986,TIMP2,Endothelial cell,0.3635386122718108,0.0031817881471308,ECM and remodeling,Immune,Endothelial
18437,Neural cell_Sc,CD4T_NSc,VCAN,ITGA4,0.9624518,0.0,0.8752268,1.7717465033100046,1.184545346424344,0.019727191,0.91117257,5.8749316881085915e-05,0.0017449589372190203,Heart,Neural cells,Sc,CD4 T cells,NSc,0.73642814,0.39977477477477213,1.1884755,0.47979797979799227,5607.0,0.060114503816793896,VCAN,Neural cell,1.6671365893322134,2.440484992625584e-07,ECM and remodeling,Immune,Tissue-Specific
18439,Monocyte_Sc,Fibroblast_NSc,FGF13,EGFR,0.9610849,0.0,0.8884209,0.8782971199813872,1.2178843650929512,0.033679638,0.91177624,5.8749316881085915e-05,0.0017649559820781728,Heart,Monocytes / macrophages,Sc,Fibroblasts,NSc,0.7732997,0.365284974093265,1.1488701,0.48658963986033604,5632.0,0.060382537095805815,FGF13,Monocyte,3.41162188795136,5.871778866176215e-08,Growth / angiogenesis / development,Mesenchymal & Stromal,Immune
18440,Monocyte_Sc,Adipocyte_NSc,FGF13,EGFR,0.9610253,0.0,0.88832873,0.8782420099710077,0.8776554518246875,0.033676147,0.9117721,5.8749316881085915e-05,0.001765433665769534,Heart,Monocytes / macrophages,Sc,Adipocytes,NSc,0.7732997,0.365284974093265,1.1487509,0.5995944118972287,5634.0,0.060398619092546534,FGF13,Monocyte,3.41162188795136,5.871778866176215e-08,Growth / angiogenesis / development,Mesenchymal & Stromal,Immune
18441,Neural cell_Sc,Monocyte_NSc,TFPI,LRP1,0.9609839,0.0,0.9111761,0.17066584009016558,-0.032461737755494546,0.010405583,0.91278815,0.0007076738526959049,0.0017668664029121257,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.8500156,0.4876126126126091,1.0719522,0.48524878907969743,5636.0,0.060425422420447725,TFPI,Neural cell,1.356799189699712,1.3204489947285198e-07,ECM and remodeling,Immune,Tissue-Specific
18444,Endothelial cell_Sc,Atrial Cardiomyocyte_NSc,HLA-B,KLRD1,1.097207,0.0,0.6878989,0.9087325899874755,1.0994783357806759,0.009929377,0.90093136,0.00013622491949405964,0.0017807472690100669,Heart,Endothelial cells,Sc,Cardiomyocytes,NSc,1.8155134,0.7772093023255549,0.37890047,0.20868732429172798,5656.0,0.06063984904365726,HLA-B,Endothelial cell,0.3274950964126833,0.0042388582775831,Immune interface,Tissue-Specific,Endothelial
18445,Fibroblast_Sc,Mono+mac_NSc,LGALS1,PTPRC,0.9594733,0.0,0.8205774,1.0949881699422783,1.1771806222799708,0.0071309474,0.90852857,0.0003699566725923436,0.001784106010652786,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,0.6432271,0.3302800531325575,1.2757195,0.6020793950850711,5663.0,0.0607148983617806,LGALS1,Fibroblast,0.5698145085178578,1.798183915068028e-07,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
18450,Endothelial cell_Sc,Monocyte_NSc,HLA-A,LILRB1,0.9555853,0.0,0.71983206,1.628957140368318,1.3928125159429423,0.03865719,0.902938,4.6372272309502105e-05,0.0018563394302098112,Heart,Endothelial cells,Sc,Monocytes / macrophages,NSc,1.395257,0.6382558139534987,0.5159136,0.23910171730515048,5759.0,0.06174414615318638,HLA-A,Endothelial cell,0.3577116628551353,0.000155441271533,Immune interface,Immune,Endothelial
18451,Neural cell_Sc,Macrophage_NSc,TFPI,LRP1,0.95510185,0.0,0.9011764,0.1649481584186561,-0.05816592520026842,0.010291386,0.9123479,0.0008080749972620683,0.0018651617887396066,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.8500156,0.4876126126126091,1.060188,0.5050864962561241,5769.0,0.06185135946479115,TFPI,Neural cell,1.356799189699712,1.3204489947285198e-07,ECM and remodeling,Immune,Tissue-Specific
18452,Fibroblast_Sc,CD4T_NSc,CXCL12,ITGA4,0.95456004,0.0,0.8564684,1.943216063030992,1.5980026366080946,0.038892977,0.91029185,4.494231468320163e-05,0.0018735128443205884,Heart,Fibroblasts,Sc,CD4 T cells,NSc,0.72064453,0.36963139251709276,1.1884755,0.47979797979799227,5784.0,0.0620121794321983,CXCL12,Fibroblast,0.1009953440208876,0.0268013970072451,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
18453,Mural cell_Sc,Monocyte_NSc,DCN,TLR2,0.9543974,0.0,0.7098405,0.9902898530539304,0.5740172577425137,0.013654396,0.9023238,5.8749316881085915e-05,0.0018789265641972748,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,0.50602937,0.22677915135315116,1.4027654,0.5992954645530689,5788.0,0.06205506475684021,DCN,Mural cell,1.261502407291344,4.653419642556408e-06,ECM and remodeling,Immune,Mesenchymal & Stromal
18457,Adipocyte_Sc,Macrophage_NSc,CD59,STAB1,1.0009892,0.0,0.670173,1.2263133110766256,1.222286638211189,0.0157451,0.89976025,5.8749316881085915e-05,0.0019245060002696314,Heart,Adipocytes,Sc,Monocytes / macrophages,NSc,0.4249628,0.32419547079856953,1.5770156,0.6798863929770094,5854.0,0.06276267261343169,CD59,Adipocyte,0.8689585982028508,0.0169290973403215,Immune interface,Immune,Mesenchymal & Stromal
18458,Neural cell_Sc,CD4T_NSc,COL4A4,CD44,0.9512973,0.0,0.71642804,0.5402280621400201,0.579706163730843,0.018692203,0.9027301,5.8749316881085915e-05,0.0019309902876911895,Heart,Neural cells,Sc,CD4 T cells,NSc,0.5170871,0.3063063063063046,1.3855075,0.5606060606060693,5864.0,0.06286988592503645,COL4A4,Neural cell,2.4133941263663483,4.7202728694282495e-09,ECM and remodeling,Immune,Tissue-Specific
18461,Fibroblast_Sc,CD4T_NSc,FN1,ITGA6,0.95982987,0.0,0.66799176,0.5937907382350394,0.830269282197394,0.025891194,0.8996131,5.8749316881085915e-05,0.0019439910056252324,Heart,Fibroblasts,Sc,CD4 T cells,NSc,1.4631008,0.6485222492803463,0.45655894,0.2008547008546997,5890.0,0.06314327986962862,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Immune,Mesenchymal & Stromal
18464,Fibroblast_Sc,Adipocyte_NSc,APOE,ABCA1,0.9483041,0.0,0.71290606,0.7439082979389866,1.0088244719056647,0.028352438,0.90251356,5.8749316881085915e-05,0.0019832524525283577,Heart,Fibroblasts,Sc,Adipocytes,NSc,0.51659286,0.23649546158952647,1.3800154,0.6723749436682912,5949.0,0.06378655973925723,APOE,Fibroblast,0.2859009705456268,0.0019198410736484,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18465,Mural cell_Sc,Fibroblast_NSc,COL6A2,CD44,0.9481858,0.0,0.73357916,0.22244407488444423,0.30426441456359365,0.008326375,0.90376383,0.000237916143328311,0.0019857824564060637,Heart,Mural cells,Sc,Fibroblasts,NSc,1.3549747,0.5717507517541189,0.5413969,0.24652391401556975,5955.0,0.06384552706063985,COL6A2,Mural cell,0.1945932252676911,0.0032079557958664,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18468,Mural cell_Sc,Endothelial cell_NSc,SPARC,FGFR1,1.1247717,0.0,0.66275984,0.5113987140567654,0.6888895213921471,0.01296591,0.8992575,5.8749316881085915e-05,0.0019974411328313965,Heart,Mural cells,Sc,Endothelial cells,NSc,1.9008849,0.7416471767458714,0.3486586,0.1499175489329281,5972.0,0.06402778969036796,SPARC,Mural cell,0.8057343357077322,4.517888291847684e-05,ECM and remodeling,Endothelial,Mesenchymal & Stromal
